,word,word_root,polarity
10642,일을 잘못하여,일 잘못하,1
10643,일을 해결하거나,일 해결,0
10644,일을 해내다,일 해내,0
10645,일을 해낼,일 해내,0
10646,일을 훼방,일 훼방,1
10647,일이 꼬이거나,일 꼬이,1
10648,일이 나쁘거나,일 나쁘,1
10649,일이 난처하거나,일 난처,1
10650,일이 못마땅할,일 못마땅,1
10651,일이 물리거나,일 물리,1
10652,일이 밝혀지거나,일 밝혀지,0
10653,일이 순조롭게,일 순조,0
10654,일이 어그러지다,일 어,1
10655,일이 잘되게,일 잘되,0
10656,일이 잘되도록,일 잘되,0
10657,일이 잘되어,일 잘되,0
10658,일이 잘못되어,일 잘못되,1
10659,일이 잘못되었거나,일 잘못되,1
10660,일진,일진,1
10661,일찍 죽다,일찍 죽,1
10662,일치하지 않다,일치 않,1
10663,일품이다,일품,0
10664,일하기를 꺼리어,일하 꺼리,1
10665,일하기를 싫어하는,일하 싫어하,1
10666,일하기를 싫어하여,일하 싫어하,1
10667,잃거나,잃,1
10668,잃거나 없애다,잃 없애,1
10669,잃게,잃,1
10670,잃게 하거나,잃 하,1
10671,잃게 하다,잃 하다,1
10672,잃다,잃,1
10673,잃어 섭섭하거나,잃 섭섭,1
10674,잃어 스러져,잃 스러지,1
10675,잃어버리다,잃어버리,1
10676,잃었다,잃,1
10677,잃은,잃,1
10678,잃은 느낌,잃 느낌,1
10679,잃은 상태로,잃 상태,1
10680,잃을,잃,1
10681,잃을 정도로,잃 정도,1
10682,임신구토,임신,1
10683,임질,임질,1
10684,입 안이 마르고,입 안이 마르,1
10685,입가에 웃음이,입가 웃음,0
10686,입담 좋게,입담 좋,0
10687,입맛을 잃다,입맛 잃,1
10688,입맛이 떨어지고,입맛 떨어지,1
10689,입맛이 없다,입맛 없,1
10690,입맛이 없어지고,입맛 없,1
10691,입맛이 없으며,입맛 없,1
10692,입속으로 지껄이다,입속 지껄이,1
10693,입을 가볍게,입 가볍,1
10694,입을 경망스럽게,입 경망,1
10695,입을 나불거리며,입 나불거리,1
10696,입을 너불거리며,입 너불거리,1
10697,입을 방정맞게,입 방정맞,1
10698,입을 삐쭉이는,입 삐쭉이,1
10699,입을 삐쭉이다,입 삐쭉이,1
10700,입을 예쁘게,입 예쁘,0
10701,입을 함부로,입 함부로,1
10702,입이 쓰며,입이 쓰,1
10703,입힌 손상이나,입히 손상,1
10704,잇따라 게우는,잇따르 게우,1
10705,잇따라 귀찮게,잇따르 귀찮,1
10706,잇따라 맥없이,잇따르 맥없이,1
10707,잇따라 쑤시다,잇따르 쑤,1
10708,잇따라 우쭐거리다,잇따르 우쭐거리,0
10709,잇따라 울다,잇따르 울,1
10710,잇따라 지껄이다,잇따르 지껄이,1
10711,잇따라 힘없이,잇따르 힘없이,1
10712,잇몸이 붓고,잇몸 붓,1
10713,잇지 못할,잇 못하,1
10714,잉여,잉여,1
10715,ㅈㄹ,ㅈ,1
10716,ㅈㅅ,ㅈ,1
10717,자격을 박탈하여,자격 박탈,1
10718,자격을 얻다,자격 얻,0
10719,자격이 박탈되어,자격 박탈,1
10720,자격이 없는,자격 없,1
10721,자괴,자괴,1
10722,자괴감,자괴감,1
10723,자궁 탈출증,자궁 탈출증,1
10724,자긍,자긍,0
10725,자긍심,자긍심,0
10726,자기에게 유리하도록,자기 유리,-1
10727,자기의 병을,자기 병,1
10728,자기중심적,자기,1
10729,자기편을 배신하여,자기편 배신,1
10730,자기하다,자기,1
10731,자꾸 가쁘고,자꾸 가쁘,1
10732,자꾸 가치작거리는,자꾸 가치,1
10733,자꾸 간섭하거나,자꾸 간섭,1
10734,자꾸 거만하게,자꾸 거만,1
10735,자꾸 거북하다,자꾸 거북,1
10736,자꾸 거북한,자꾸 거북,1
10737,자꾸 거슬리거나,자꾸 거슬리,1
10738,자꾸 건성으로,자꾸 건성,1
10739,자꾸 걸리다,자꾸 걸리,1
10740,자꾸 경망스럽게,자꾸 경망,1
10741,자꾸 경솔하게,자꾸 경솔,1
10742,자꾸 군소리를,자꾸 군소리,1
10743,자꾸 굼뜨게,자꾸 굼뜨,1
10744,자꾸 귀엽게,자꾸 귀엽,0
10745,자꾸 귀찮게,자꾸 귀찮,1
10746,자꾸 근질근질하다,자꾸 근질근질,1
10747,자꾸 까다롭게,자꾸 까다롭,1
10748,자꾸 까다롭고,자꾸 까다롭,1
10749,자꾸 까부는,자꾸 까불,1
10750,자꾸 까불거나,자꾸 까불,1
10751,자꾸 까불다,자꾸 까불,1
10752,자꾸 까불며,자꾸 까불,1
10753,자꾸 까불어,자꾸 까불,1
10754,자꾸 꼬물거리는,자꾸 꼬물거리,1
10755,자꾸 꾀거나,자꾸 꾀,1
10756,자꾸 너불거리며,자꾸 너불거리,1
10757,자꾸 놀라는,자꾸 놀라,1
10758,자꾸 놀리는,자꾸 놀리,1
10759,자꾸 놀리다,자꾸 놀리,1
10760,자꾸 능글맞게,자꾸 능글맞,1
10761,자꾸 능청스럽게,자꾸 능청,1
10762,자꾸 다투거나,자꾸 다투,1
10763,자꾸 다투는,자꾸 다투,1
10764,자꾸 다투다,자꾸 다투,1
10765,자꾸 덤비다,자꾸 덤비,1
10766,자꾸 되지못한,자꾸 되,1
10767,자꾸 들볶거나,자꾸 들볶,1
10768,자꾸 따끔하게,자꾸 따끔,1
10769,자꾸 떠드는,자꾸 떠들,1
10770,자꾸 떠들거나,자꾸 떠들,1
10771,자꾸 떠들다,자꾸 떠들,1
10772,자꾸 떠들어,자꾸 떠들,1
10773,자꾸 뜨끔하게,자꾸 뜨끔,1
10774,자꾸 마지못하여,자꾸 마,1
10775,자꾸 막히다,자꾸 막히,1
10776,자꾸 말대꾸하다,자꾸 말대꾸,1
10777,자꾸 망설이는,자꾸 망설이,1
10778,자꾸 망설이며,자꾸 망설이,1
10779,자꾸 맥없이,자꾸 맥없이,1
10780,자꾸 머뭇거리게,자꾸 머뭇거리,1
10781,자꾸 머뭇거리는,자꾸 머뭇거리,1
10782,자꾸 머뭇거리다,자꾸 머뭇거리,1
10783,자꾸 머뭇거리며,자꾸 머뭇거리,1
10784,자꾸 머뭇머뭇하는,자꾸 머뭇머뭇,1
10785,자꾸 머뭇하다,자꾸 머뭇,1
10786,자꾸 무섭고,자꾸 무섭,1
10787,자꾸 미루거나,자꾸 미루,1
10788,자꾸 방정맞게,자꾸 방정맞,1
10789,자꾸 방해가,자꾸 방해,1
10790,자꾸 버릇없게,자꾸 버릇없,1
10791,자꾸 버릇없이,자꾸 버릇없이,1
10792,자꾸 보채거나,자꾸 보채,1
10793,자꾸 볼품없이,자꾸 볼품없이,1
10794,자꾸 불만스럽게,자꾸 불만,1
10795,자꾸 불안하게,자꾸 불안,1
10796,자꾸 불평을,자꾸 불평,1
10797,자꾸 불평하는,자꾸 불평,1
10798,자꾸 불평하다,자꾸 불평,1
10799,자꾸 비굴하게,자꾸 비굴,1
10800,자꾸 비틀거리는,자꾸 비틀거리,1
10801,자꾸 빈둥거리는,자꾸 빈둥거리,1
10802,자꾸 빈정거리다,자꾸 빈정거리,1
10803,자꾸 빤빤스럽게,자꾸 빤빤,1
10804,자꾸 뻔뻔스럽게,자꾸 뻔뻔,1
10805,자꾸 뽐내다,자꾸 뽐내,0
10806,자꾸 설레다,자꾸 설레,0
10807,자꾸 성가시게,자꾸 성가시,1
10808,자꾸 성을,자꾸 성,1
10809,자꾸 시근시근하다,자꾸 시,1
10810,자꾸 시끄럽게,자꾸 시끄럽,1
10811,자꾸 시름시름,자꾸 시름시름,1
10812,자꾸 시큰둥한,자꾸 시큰둥,1
10813,자꾸 신경질적으로,자꾸 신경질,1
10814,자꾸 쑤시는,자꾸 쑤시,1
10815,자꾸 쑤시다,자꾸 쑤,1
10816,자꾸 쓰러지거나,자꾸 쓰러지,1
10817,자꾸 쓰러질,자꾸 쓰러지,1
10818,자꾸 아프다,자꾸 아프,1
10819,자꾸 앓는,자꾸 앓,1
10820,자꾸 앓다,자꾸 앓,1
10821,자꾸 애쓰는,자꾸 애쓰,1
10822,자꾸 애쓰다,자꾸 애쓰,1
10823,자꾸 얄미울,자꾸 얄밉,1
10824,자꾸 얄밉게,자꾸 얄밉,1
10825,자꾸 어색하다,자꾸 어색,1
10826,자꾸 어수선하게,자꾸 어,1
10827,자꾸 어지럽게,자꾸 어지럽,1
10828,자꾸 얻어맞을,자꾸 얻어맞,1
10829,자꾸 엿보거나,자꾸 엿보,1
10830,자꾸 요란스럽게,자꾸 요란,1
10831,자꾸 우기거나,자꾸 우기,1
10832,자꾸 우기는,자꾸 우기,1
10833,자꾸 우는,자꾸 울,1
10834,자꾸 우물쭈물하다,자꾸 우물쭈물,1
10835,자꾸 우쭐거리다,자꾸 우쭐거리,0
10836,자꾸 울거나,자꾸 울,1
10837,자꾸 울다,자꾸 울,1
10838,자꾸 울음이,자꾸 울음,1
10839,자꾸 움직이는,자꾸 움직이,1
10840,자꾸 움직이다,자꾸 움직이,1
10841,자꾸 웃는,자꾸 웃,0
10842,자꾸 웃다,자꾸 웃,0
10843,자꾸 자린,자꾸 자리,1
10844,자꾸 자빠지다,자꾸 자빠지,1
10845,자꾸 저는,자꾸 저,1
10846,자꾸 저리다,자꾸 저,1
10847,자꾸 저린,자꾸 저리,1
10848,자꾸 절다,자꾸 절,1
10849,자꾸 조르거나,자꾸 조르,1
10850,자꾸 좀스럽게,자꾸 좀스럽,1
10851,자꾸 좀스럽고,자꾸 좀스럽,1
10852,자꾸 주저주저하거나,자꾸 주저,1
10853,자꾸 주저주저하며,자꾸 주저주저,1
10854,자꾸 주책없이,자꾸 주책없이,1
10855,자꾸 지껄이는,자꾸 지껄이,1
10856,자꾸 지껄이다,자꾸 지껄이,1
10857,자꾸 짓궂은,자꾸 짓궂,1
10858,자꾸 짖궂게,자꾸 짖궂,1
10859,자꾸 짜증을,자꾸 짜증,1
10860,자꾸 쩔쩔매거나,자꾸 쩔쩔매,1
10861,자꾸 참견하다,자꾸 참견,1
10862,자꾸 처지는,자꾸 처지,1
10863,자꾸 치밀어,자꾸 치밀,1
10864,자꾸 치사하고,자꾸 치사,1
10865,자꾸 토하려고,자꾸 토하,1
10866,자꾸 토할,자꾸 토하,1
10867,자꾸 피하는,자꾸 피하,1
10868,자꾸 헤매다,자꾸 헤매,1
10869,자꾸 헷갈리어,자꾸 헷갈리,1
10870,자꾸 화를,자꾸 화,1
10871,자꾸 흐려지다,자꾸 흐리,1
10872,자꾸 흔들리다,자꾸 흔들리,1
10873,자꾸 흘리다,자꾸 흘리,1
10874,자꾸 흡족하게,자꾸 흡족,0
10875,자꾸 힘없이,자꾸 힘없이,1
10876,자라지 못하고,자라 못하,1
10877,자랑스런,자랑,0
10878,자랑스럽다,자랑,0
10879,자랑자랑하다,자랑,0
10880,자랑하다,자랑,0
10881,자리다,자,1
10882,자리자라한,자리,1
10883,자리자리한,자리,1
10884,자리자리한 느낌,자리 느낌,1
10885,자리자리한 느낌이,자리 느낌,1
10886,자린,자리,1
10887,자린 느낌,자리 느낌,1
10888,자린 느낌이,자리 느낌,1
10889,자린 듯하다,자리 듯하,1
10890,자린 듯한,자리 듯하,1
10891,자린한 느낌,자리 느낌,1
10892,자릿자릿하다,자릿자릿,1
10893,자릿한,자릿,1
10894,자릿한 느낌,자릿 느낌,1
10895,자부하다,자부,0
10896,자비,자비,0
10897,자비가 넓고,자비 넓,0
10898,자비로써,자비,0
10899,자비로운,자비,0
10900,자비로운 교훈,자비 교훈,0
10901,자비로움을,자비,0
10902,자비로움을 나타낸,자비 나타내,0
10903,자비를,자비,0
10904,자비를 베풀어,자비 베풀,0
10905,자비심으로,자비심,0
10906,자비심이,자비심,0
10907,자비심이 많아,자비심 많,0
10908,자비의,자비,0
10909,자비의 마음으로,자비 마음,0
10910,자빠지거나,자빠지,1
10911,자빠지는,자빠지,1
10912,자빠지는 모양,자빠지 모양,1
10913,자빠지다,자빠지,1
10914,자상하게,자상,0
10915,자상하다,자상,0
10916,자세하고 정확하게,자세 정확,0
10917,자세히,자세히,0
10918,자세히 살피다,자세히 살피,0
10919,자세히 살핌,자세히 살피,0
10920,자송,자,1
10921,자송하다,자송하,1
10922,자신 있게,자신 있,0
10923,자신감,자신감,0
10924,자신에게 해가,자신 해,1
10925,자신을 옭아 묶다,자신 옭 묶,1
10926,자신을 옭아 묶음,자신 옭 묶음,1
10927,자신을 책망하다,자신 책망,1
10928,자신을 책망함,자신 책망,1
10929,자신의 결함이나,자신 결함,1
10930,자신의 이익만을,자신 이익,1
10931,자신의 재능을,자신 재능,0
10932,자신하다,자신,0
10933,자애로,자애,0
10934,자애를,자애,0
10935,자애를 베푸는,자애 베풀,0
10936,자연 그대로,자연 그대로,0
10937,자연스럽게,자연,0
10938,자연스럽게 보이다,자연 보이,0
10939,자연스럽다,자연,0
10940,자연스럽지 못하게,자연 못하,1
10941,자연스럽지 아니하게,자연 아니하,1
10942,자연스럽지 아니하다,자연 아니하,1
10943,자연스럽지 않다,자연 않,1
10944,자연의 아름다운,자연 아름답,0
10945,자유가 제한되거나,자유 제한,1
10946,자유로운,자유,0
10947,자유로운 상태가,자유 상태,0
10948,자유롭게,자유,0
10949,자유롭게 함,자유 함,0
10950,자유를 침해함으로써,자유 침해,1
10951,자제력을 잃다,자제력 잃,1
10952,자제력을 잃어,자제력 잃,1
10953,자주 사용되다,자주 사용,0
10954,자주 앓다,자주 앓,1
10955,자주 하다,자주 하다,0
10956,자증을 내며,자증 내,1
10957,자지 못하는,자지 못하,1
10958,자지러지게,자지러지,0
10959,자지러지도록,자지러지,1
10960,자지러지도록 꼴로,자지러지 꼴,1
10961,자지러질,자지러지,1
10962,자질,자질,0
10963,자질구레한,자질구레,1
10964,자질구레한 것까지,자질구레 것,1
10965,자질을 겸손하게,자질 겸손,0
10966,자책,자책,1
10967,자책하다,자책,1
10968,자폐하다,자폐,1
10969,자포자기,자포자기,1
10970,자포자기하다,자포자기,1
10971,자포하다,자포,1
10972,자해,자해,1
10973,자해하다,자해,1
10974,작고 귀여운,작고 귀엽,0
10975,작붕,작,1
10976,작품이 사랑받고,작품 사랑받,0
10977,잔꾀로,잔꾀,1
10978,잔뜩 벼르다,잔뜩 벼르,1
10979,잔부끄러움,잔,1
10980,잔소리,잔소리,1
10981,잔소리나,잔소리,1
10982,잔소리나 푸념을,잔소리 푸념,1
10983,잔소리를,잔소리,1
10984,잔소리를 하거나,잔소리 하,1
10985,잔인하다,잔인,1
10986,잔인한,잔인,1
10987,잔인한 모양,잔인 모양,1
10988,잔인한 사람을,잔인 사람,1
10989,잔인한 형벌에,잔인 형벌,1
10990,잗달고,잗,1
10991,잘,자,0
10992,잘 가다듬어,자 가다듬,0
10993,잘 간직하여,자 간직,0
10994,잘 다듬어져,자 다듬,0
10995,잘 다스려,자 다스리,0
10996,잘 다스리는,자 다스리,0
10997,잘 다스림,자 다스리,0
10998,잘 다투는,자 다투,1
10999,잘 다투다,자 다투,1
11000,잘 대우하다,자 대우,0
11001,잘 대우하여,자 대우,0
11002,잘 들다,자 들,0
11003,잘 떠벌리다,자 떠벌리,1
11004,잘 먹거나,자 먹,0
11005,잘 먹거나 마시다,자 먹 마시,0
11006,잘 먹다,자 먹,0
11007,잘 먹음으로써,자 먹,0
11008,잘 모르거나,자 모르,1
11009,잘 몰라서,자 모르,1
11010,잘 못하거나,자 못하,1
11011,잘 받아,자 받,0
11012,잘 보살펴,자 보살피,0
11013,잘 사귀는,자 사귀,0
11014,잘 살려,자 살리,0
11015,잘 살핌,자 살피,0
11016,잘 싸우다,자 싸우,0
11017,잘 싸움,자 싸움,0
11018,잘 아는,자 알,0
11019,잘 안될까,자 안되,1
11020,잘 알다,자 알,0
11021,잘 알아,자 알,0
11022,잘 알아서,자 알,0
11023,잘 어울려,자 어울리,0
11024,잘 어울리는,자 어울리,0
11025,잘 어울리다,자 어울리,0
11026,잘 어울리어,자 어울리,0
11027,잘 어울림,자 어울리,0
11028,잘 여문,자 여문,0
11029,잘 여물다,자 여물,0
11030,잘 이끌어,자 이끌,0
11031,잘 익거나,자 익,0
11032,잘 익다,자 익,0
11033,잘 있는,자 있,0
11034,잘 자라게,자 자라,0
11035,잘 정돈되어,자 정돈,0
11036,잘 조화되어,자 조화,0
11037,잘 지내거나,자 지내,0
11038,잘 지켜,자 지키,0
11039,잘 진행되다,자 진행,0
11040,잘 진행되어,자 진행,0
11041,잘 짓는,자 짓,0
11042,잘 처리되다,자 처리,0
11043,잘 처리하다,자 처리,0
11044,잘 팔리다,자 팔리,0
11045,잘 해낼,자 해내,0
11046,잘난 체,잘나 체,1
11047,잘난 체하거나,잘나 체하,1
11048,잘난 체하고,잘나 체하,1
11049,잘난 체하는,잘나 체하,1
11050,잘난 체하다,잘나 체하,1
11051,잘난 체하며,잘나 체하,1
11052,잘난 체하여,잘나 체하,1
11053,잘되고,잘되,0
11054,잘되다,잘되,0
11055,잘되어,잘되,0
11056,잘되어 가게,잘되 가게,0
11057,잘되어 가는,잘되 갈,0
11058,잘되어 가다,잘되 가닿,0
11059,잘되지 못하도록,잘되 못하,1
11060,잘되지 아니하고,잘되 아니하,1
11061,잘된,잘되,0
11062,잘된 것을,잘되 것,0
11063,잘된 작품,잘되 작품,0
11064,잘될,잘되,0
11065,잘될 가능성이,잘되 가능성,0
11066,잘됨,잘되,0
11067,잘망스럽게,잘,1
11068,잘먹다,잘,0
11069,잘못,잘못,1
11070,잘못 기입함,잘못 기입,1
11071,잘못 생각하다,잘못 생각,1
11072,잘못 써서,잘못 쓰,1
11073,잘못 판단하거나,잘못 판단,1
11074,잘못되기를 바라면서,잘못되 바라,1
11075,잘못되는,잘못되,1
11076,잘못되는 것을,잘못되 것,1
11077,잘못되어,잘못되,1
11078,잘못되었거나,잘못되,1
11079,잘못되었을,잘못되,1
11080,잘못되었을 때도,잘못되 때,1
11081,잘못되지 아니하도록,잘못되 아니하,0
11082,잘못된,잘못,1
11083,잘못된 것을,잘못 것,1
11084,잘못된 것이 없이,잘못 것 없이,0
11085,잘못된 견해,잘못 견해,1
11086,잘못된 대답을,잘못 대답,1
11087,잘못된 염탐,잘못 염탐,1
11088,잘못된 일이,잘못 일,1
11089,잘못된 허물을,잘못 허물,1
11090,잘못에,잘못,1
11091,잘못에 대하여,잘못 대하,1
11092,잘못을,잘못,1
11093,잘못을 고쳐,잘못 고치,0
11094,잘못을 깨치고,잘못 깨치,-1
11095,잘못을 꾸짖거나,잘못 꾸짖,1
11096,잘못을 꾸짖다,잘못 꾸짖,1
11097,잘못을 꾸짖음,잘못 꾸짖,1
11098,잘못을 뉘우치고,잘못 뉘우치,0
11099,잘못을 용서함,잘못 용서,0
11100,잘못을 인정하고,잘못 인정,0
11101,잘못을 저지른,잘못 저지르,1
11102,잘못을 지적받거나,잘못 지적,1
11103,잘못이,잘못,1
11104,잘못이 생겨나게,잘못 생겨나,1
11105,잘못이나,잘못,1
11106,잘못이나 결함을,잘못 결함,1
11107,잘못하거나,잘못,1
11108,잘못하다,잘못하,1
11109,잘못하다가는 꼴로,잘못하 꼴,1
11110,잘못하면 꼴로,잘못하 꼴,1
11111,잘못하여,잘못하,1
11112,잘못함,잘못,1
11113,잘빠진,잘,0
11114,잘생겨,잘생기,0
11115,잘생겨 보기에,잘생기 보,0
11116,잘생기다,잘생기,0
11117,잘생긴,잘생기,0
11118,잘아지고,잘,1
11119,잘하는,잘하,0
11120,잘하는 것이,잘하 것,0
11121,잘하는 능력이,잘하 능력,0
11122,잘하다,잘하,0
11123,잘하지 못하는,잘하 못하,1
11124,잘하지 못하여,잘하 못하,1
11125,잘한,잘하,0
11126,잘한 일을,잘하 일,0
11127,잘해,잘하,0
11128,잘해 나가다,잘하 나,0
11129,잘해 내는,잘하 내,0
11130,잘해 내지 못하는,잘하 내지 못하,1
11131,잡념을 없애고,잡념 없애,0
11132,잡되고,잡되,1
11133,잡되고 상스럽다,잡되 상스럽,1
11134,잡스러운,잡스럽,1
11135,잡스러운 느낌이,잡스럽 느낌,1
11136,잡스럽게,잡스럽,1
11137,잡스럽게 굴다,잡스럽 굴,1
11138,잡스럽다,잡스럽,1
11139,잡아 뜯거나,잡 뜯,1
11140,잡지 못하게,잡지 못하,1
11141,잡지 못하는 상태로,잡지 못하 상태,1
11142,잡지 못하다,잡지 못하,1
11143,장난삼아,장난삼,1
11144,장난삼아 하는,장난삼 하,1
11145,장난스럽게,장난,1
11146,장난이 심하고,장난 심하,1
11147,장애,장애,1
11148,장애가,장애,1
11149,장애가 따르고,장애 따르,1
11150,장애가 있어,장애 있,1
11151,장애로,장애,1
11152,장애를,장애,1
11153,장애를 만나,장애 만나,1
11154,장애를 받거나,장애 받,1
11155,장애를 받아,장애 받,1
11156,장애물을,장애물,1
11157,장애물을 헤치다,장애물 헤치,0
11158,장애인,장애인,1
11159,장엄한,장엄,0
11160,장엄한 상,장엄 상,0
11161,장점,장점,0
11162,장점을,장점,0
11163,장점을 인정하거나,장점 인정,0
11164,장점을 취하여,장점 취하,0
11165,장점이다,장점,0
11166,장하다,장하,0
11167,장학금,장학금,0
11168,재난,재난,1
11169,재난을,재난,1
11170,재난을 이르는,재난 이르,1
11171,재능,재능,0
11172,재능을,재능,0
11173,재능을 가진,재능 가지,0
11174,재능을 겸손하게,재능 겸손,0
11175,재능을 알고,재능 알,0
11176,재능이라는,재능,0
11177,재능이라는 뜻으로,재능 뜻,0
11178,재물에 인색한,재물 인색,1
11179,재물을 가로채서,재물 가로,1
11180,재물을 탐내어,재물 탐,1
11181,재물을 탐하는,재물 탐하,1
11182,재물이 넉넉하거나,재물 넉넉,0
11183,재미,재미,0
11184,재미가,재미,0
11185,재미가 없게,재미 없,1
11186,재미가 없다,재미 없,1
11187,재미가 있어,재미 있,0
11188,재미를 붙여,재미 붙이,0
11189,재미없다,재미없,1
11190,재미있게,재미있,0
11191,재미있는,재미있,0
11192,재미있는 국면,재미있 국면,0
11193,재미있는 말을,재미있 말,0
11194,재미있는 일을,재미있 일,0
11195,재미있다,재미있,0
11196,재밌는,재밌,0
11197,재발하거나,재발,1
11198,재산 범죄,재산 범죄,1
11199,재산이 넉넉하다,재산 넉넉,0
11200,재수 없게,재수 없,1
11201,재앙,재앙,1
11202,재앙이,재앙,1
11203,재앙이나,재앙,1
11204,재주,재주,0
11205,재주가 뛰어나고,재주 뛰어나,0
11206,재주가 뛰어나다,재주 뛰어나,0
11207,재주가 뛰어난,재주 뛰어나,0
11208,재주가 뛰어남,재주 뛰,0
11209,재주가 무디다,재주 무디,1
11210,재주가 있고,재주 있,0
11211,재주를,재주,0
11212,재주를 가진,재주 가지,0
11213,재주와 지혜가,재주 지혜,0
11214,재질이 뛰어나고,재질 뛰어나,0
11215,재촉하다,재촉,1
11216,재촉하여,재촉,1
11217,재촉하여 몰아대다,재촉 몰아대,1
11218,재치,재치,0
11219,재치 있고,재치 있,0
11220,재치가 있고,재치 있,0
11221,재치가 있다,재치 있,0
11222,재치있다,재치,0
11223,재해를 소멸시키다,재해 소멸,0
11224,재해를 입은,재해 입,1
11225,재해와,재해,1
11226,재해와 돌림병을,재해 돌림병,1
11227,잴뚝대다,잴뚝,1
11228,저급,저급,1
11229,저급하다,저급,1
11230,저급한,저급,1
11231,저는,저,1
11232,저는 모양,저 모양,1
11233,저렴하다,저렴,0
11234,저리거나,저리,1
11235,저리거나 아픈,저리 아프,1
11236,저리고,저리,1
11237,저리다,저,1
11238,저린,저리,1
11239,저린 느낌,저리 느낌,1
11240,저린 느낌이,저리 느낌,1
11241,저린 듯하다,저리 듯하,1
11242,저린 듯한,저리 듯하,1
11243,저릿한,저릿,1
11244,저릿한 느낌,저릿 느낌,1
11245,저버리다,저버리,1
11246,저절로 무너짐,저절로 무너지,1
11247,저주,저주,1
11248,저주의,저주,1
11249,저주의 뜻으로,저주 뜻,1
11250,저주하는,저주,1
11251,저주하는 말,저주 말,1
11252,저주하는 말을,저주 말,1
11253,저주하여,저주,1
11254,저지른,저지르,1
11255,저지른 일,저지르 일,1
11256,저지른 잘못에,저지르 잘못,1
11257,저지른 죄과나,저지르 죄과,1
11258,저질러진 범죄,저지르 범죄,1
11259,저품질,저,1
11260,저하되다,저하,1
11261,저하시키다,저하,1
11262,적극,적극,0
11263,적극 찾아서,적극 찾,0
11264,적극적으로,적극적,0
11265,적극적으로 다가가,적극적 다가가,0
11266,적극적이다,적극적,0
11267,적극적인,적극적,0
11268,적극적인 마음,적극적 마음,0
11269,적당하게,적당,0
11270,적당하게 맞추어,적당 맞추,0
11271,적당하다,적당,0
11272,적당하지 아니하게,적당 아니하,1
11273,적당한,적당,0
11274,적당히 좋아하는,적당히 좋아하,0
11275,적대적으로,적대적,1
11276,적대적으로 대하다,적대적 대하,1
11277,적수를 미워하다,적수 미워하,1
11278,적용하기에 어려운,적용 어렵,1
11279,적의 앞잡이,적의 앞잡이,1
11280,적절치 아니하다,적절 아니하,1
11281,적절하게,적절,0
11282,적절하게 이어져,적절 이어지,0
11283,적절하게 처리하는,적절 처리,0
11284,적절한,적절,0
11285,적절한 예,적절 예,0
11286,적절히,적절히,0
11287,적합하다,적합,0
11288,적합하도록,적합,0
11289,적합하도록 만들어지다,적합 만들,0
11290,적확한,적확,0
11291,적확한 견해,적확 견해,0
11292,전문가,전문가,0
11293,전문적 지식,전문적 지식,0
11294,전부 게워,전부 게우,1
11295,전성,전성,0
11296,전염되는 병,전염 병,1
11297,전염병,전염병,1
11298,전전긍긍,전전긍긍,1
11299,전전긍긍하다,전전긍긍,1
11300,전혀 모르거나,전혀 모르,1
11301,전혀 없는,전혀 없,1
11302,절개가 굳은,절개 굳,0
11303,절거나,절,1
11304,절다,절,1
11305,절도질,절도질,1
11306,절망,절망,1
11307,절망스럽다,절망,1
11308,절망에,절망,1
11309,절망에 빠져,절망 빠지,1
11310,절망으로,절망,1
11311,절망적이다,절망적,1
11312,절망하다,절망,1
11313,절며,절,1
11314,절며 걷는,절 걷,1
11315,절며 걷다,절 걷,1
11316,절면서,절,1
11317,절면서 걷는,절 걷,1
11318,절면서 걷다,절 걷,1
11319,절박하다,절박,1
11320,절실하게,절실,-1
11321,절실하다,절실,-1
11322,절절매다,절절매,1
11323,절친,절친,0
11324,젊고,젊,0
11325,젊고 건강하여,젊 건강,0
11326,젊다,젊,0
11327,젊은,젊,0
11328,점잖게,점잖,0
11329,점잖고,점잖,0
11330,점잖고 엄숙하게,점잖 엄숙,0
11331,점잖다,점잖,0
11332,점잖은,점잖,0
11333,점잖은 사람,점잖 사람,0
11334,점잖이,점,0
11335,점잖이 아니하게,점 아니하,1
11336,점잖지 못하거나,점잖 못하,1
11337,점잖지 못하게,점잖 못하,1
11338,점잖지 못하고,점잖 못하,1
11339,점잖지 못한,점잖 못하,1
11340,점잖지 아니하게,점잖 아니하,1
11341,점잖지 아니하여,점잖 알,1
11342,점잖지 않다,점잖 않,1
11343,점점 긴장되다,점점 긴장,1
11344,접대하다,접대,0
11345,접대함,접대,0
11346,정,정,0
11347,정결히,정결,0
11348,정겹고,정겹,0
11349,정겹고 고분고분하게,정겹 고분,0
11350,정겹고 고분고분하다,정겹 고분,0
11351,정겹다,정겹,0
11352,정교하고,정,0
11353,정교하고 아름답다,정 아름답,0
11354,정교한,정교,0
11355,정기가 없이,정기 없이,1
11356,정다운,정,0
11357,정다운 맛이 없고,정 맛 없,1
11358,정다운 이야기,정 이야기,0
11359,정답게,정,0
11360,정답게 안는,정 안,0
11361,정답게 웃는,정 웃,0
11362,정답게 웃다,정 웃,0
11363,정답게 이르거나,정 이르,0
11364,정답게 이르는,정 이르,0
11365,정답게 이야기하거나,정 이야기,0
11366,정답게 자꾸,정 자꾸,0
11367,정답게 주고받다,정 주고받,0
11368,정답게 지내는,정 지내,0
11369,정답게 지저귀다,정 지저귀,0
